Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,physiotype,library
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),2/35,0.0477171520360592,0.3008588620993302,0,0,6.05050505050505,18.408446001894514,FOXP3;TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to virus (GO:0098586),2/35,0.0477171520360592,0.3008588620993302,0,0,6.05050505050505,18.408446001894514,POU2AF1;CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,pulmonary artery morphogenesis (GO:0061156),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of CREB transcription factor activity (GO:0032792),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,antifungal humoral response (GO:0019732),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of histone deacetylation (GO:0031064),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of interleukin-13 production (GO:0032696),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of interleukin-5 production (GO:0032714),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cannabinoid signaling pathway (GO:0038171),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,CNR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of myelination (GO:0031642),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of plasminogen activation (GO:0010757),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,SERPINF2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to heparin (GO:0071504),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,AOC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of growth rate (GO:0040009),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,TMPRSS4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to vitamin D (GO:0071305),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,CYP24A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,chronic inflammatory response (GO:0002544),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,CXCL13,1,GO_Biological_Process_2021
GO_Biological_Process_2021,diaphragm development (GO:0060539),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,peptidyl-lysine oxidation (GO:0018057),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,LOXL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation (GO:0032831)",1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,fatty acid omega-oxidation (GO:0010430),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,CYP24A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,female genitalia development (GO:0030540),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of endothelial cell-matrix adhesion via fibronectin (GO:1904906),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,CEACAM6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of glycoprotein metabolic process (GO:1903020),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,L-aspartate transmembrane transport (GO:0070778),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,postsynaptic endocytosis (GO:0140239),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,postsynaptic neurotransmitter receptor internalization (GO:0098884),1/5,0.049014519870416,0.3008588620993302,0,0,24.86934673366834,74.99696447567176,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of toll-like receptor signaling pathway (GO:0034122),2/36,0.0501995008461569,0.3061185247677412,0,0,5.872251931075461,17.568310863627904,BPIFB1;SMPDL3B,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),6/274,0.0577674060300651,0.3174734872093259,0,0,2.254039082935836,6.427010547376076,CCL22;FCRL3;SERPINF2;LIF;CCR7;CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,phospholipid dephosphorylation (GO:0046839),2/39,0.0579155744332589,0.3174734872093259,0,0,5.395304395304395,15.369975594462096,SGPP2;PLPP2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,B cell chemotaxis (GO:0035754),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,CXCL13,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of lamellipodium organization (GO:1902744),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of neuron migration (GO:2001223),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,ADGRG1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of endothelial cell-matrix adhesion via fibronectin (GO:1904904),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,CEACAM6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,choline transport (GO:0015871),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,SLC44A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,ear development (GO:0043583),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cell-cell adhesion mediated by integrin (GO:0033634),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,CXCL13,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of type B pancreatic cell proliferation (GO:0061469),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,SGPP2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of epithelial cell differentiation involved in kidney development (GO:2000698),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,LIF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,response to heparin (GO:0071503),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,AOC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of killing of cells of other organism (GO:0051712),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,FCER2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,imitative learning (GO:0098596),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of osteoblast proliferation (GO:0033690),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,lymphocyte apoptotic process (GO:0070227),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,vocal learning (GO:0042297),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,proline transport (GO:0015824),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of amyloid precursor protein biosynthetic process (GO:0042985),1/6,0.0585267307609904,0.3174734872093259,0,0,19.894472361809044,56.46591775214154,ITM2C,1,GO_Biological_Process_2021
GO_Biological_Process_2021,collagen fibril organization (GO:0030199),3/89,0.0599063264776533,0.321786816614206,0,0,3.490851139180734,9.82665226973149,SERPINF2;COL10A1;LOXL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,digestive tract development (GO:0048565),2/40,0.0605735018773766,0.321786816614206,0,0,5.253056884635832,14.729034349424168,AGR2;STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,lymphocyte migration (GO:0072676),2/40,0.0605735018773766,0.321786816614206,0,0,5.253056884635832,14.729034349424168,CCL22;CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,T cell activation (GO:0042110),3/92,0.0648498030509546,0.321786816614206,0,0,3.3726686819141047,9.226546999073705,CCR7;CCL19;FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,calcium ion transmembrane import into cytosol (GO:0097553),2/42,0.0660116079502312,0.321786816614206,0,0,4.98989898989899,13.5621695873434,CCR7;CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,monocyte chemotaxis (GO:0002548),2/42,0.0660116079502312,0.321786816614206,0,0,4.98989898989899,13.5621695873434,CCL22;CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of nervous system process (GO:0031645),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000544),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,CXCL13,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to histamine (GO:0071420),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,AOC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of glial cell differentiation (GO:0045685),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of T-helper 17 type immune response (GO:2000317),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,nose development (GO:0043584),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,"complement activation, alternative pathway (GO:0006957)",1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,CR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of systemic arterial blood pressure by renin-angiotensin (GO:0003081),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,SERPINF2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of T cell tolerance induction (GO:0002664),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of T-helper 1 cell differentiation (GO:0045625),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,glutamine transport (GO:0006868),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of humoral immune response (GO:0002922),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of IRE1-mediated unfolded protein response (GO:1903896),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,AGR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of lipopolysaccharide-mediated signaling pathway (GO:0031666),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,CD180,1,GO_Biological_Process_2021
GO_Biological_Process_2021,serine transport (GO:0032329),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,iron import into cell (GO:0033212),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,L-alanine transport (GO:0015808),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of potassium ion import across plasma membrane (GO:1903288),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0016185),1/7,0.0679442688885301,0.321786816614206,0,0,16.57788944723618,44.57906348265406,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cation transmembrane transport (GO:0098655),2/44,0.0716056114889121,0.3291831532346173,0,0,4.751803751803752,12.52851945708889,SLC44A4;ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cell-matrix adhesion (GO:0001954),2/44,0.0716056114889121,0.3291831532346173,0,0,4.751803751803752,12.52851945708889,CEACAM6;CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,glycosaminoglycan biosynthetic process (GO:0006024),3/97,0.0734906143235922,0.3291831532346173,0,0,3.1924613889188898,8.33423196719981,CHPF;B3GNT3;HS3ST1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,organonitrogen compound biosynthetic process (GO:1901566),4/158,0.0743477121867585,0.3291831532346173,0,0,2.6034985422740524,6.766498900945197,SLC44A4;B3GNT6;PLPP2;SGPP2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of T cell activation (GO:0050868),2/45,0.0744584746361064,0.3291831532346173,0,0,4.641061780596664,12.055221541075596,FOXP3;TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of insulin receptor signaling pathway (GO:0046626),2/45,0.0744584746361064,0.3291831532346173,0,0,4.641061780596664,12.055221541075596,MZB1;VWA2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),5/224,0.0747953400318892,0.3291831532346173,0,0,2.292588689848964,5.944681773495908,UNC5CL;CCR7;CCL19;CARD11;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,amine metabolic process (GO:0009308),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,AOC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,"negative regulation of complement activation, classical pathway (GO:0045959)",1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,CR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of dendritic cell chemotaxis (GO:2000508),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of T-helper 17 cell differentiation (GO:2000320),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of lymphocyte apoptotic process (GO:0070228),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,BLK,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of osteoclast development (GO:2001204),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,dynamin family protein polymerization involved in membrane fission (GO:0003373),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,dynamin family protein polymerization involved in mitochondrial fission (GO:0003374),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of potassium ion import (GO:1903286),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,"positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)",1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of dendritic cell chemotaxis (GO:2000510),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,integrin activation (GO:0033622),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,MZB1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,store-operated calcium entry (GO:0002115),1/8,0.0772680713380291,0.3291831532346173,0,0,14.208901651112706,36.38152974515558,MS4A1,1,GO_Biological_Process_2021
